54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:22 +0330] "GET /image/60968/productModel/150x150 HTTP/1.1" 200 1818 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /m HTTP/1.1" 200 17150 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
66.249.66.91 - - [22/Jan/2019:04:45:23 +0330] "GET /image/58839/productModel/150x150 HTTP/1.1" 200 4226 "-" "Googlebot-Image/1.0" "-"
66.249.66.194 - - [22/Jan/2019:04:45:23 +0330] "GET /m/filter/b256,b647 HTTP/1.1" 200 21425 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.194 - - [22/Jan/2019:04:45:23 +0330] "GET /m/filter/b103,b135,b136,b151,b180,b183,b194,b198,b202,b203,b213,b219,b221,b226,b256,b32,b41,b435,b441,b481,b497,b50,b570,b597,b598,b6,b613,b615,b645,b647,b67,b679,b724,b80,b854,b861,b874,b877,b88,stexists HTTP/1.1" 200 25503 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
31.184.133.102 - - [22/Jan/2019:04:45:23 +0330] "GET /filter?f=b1,b103,b105,b135,b236,b724&o=b HTTP/1.1" 301 178 "http://www.zanbil.ir/" "Mozilla/5.0 (compatible; Parsijoobot; +http://www.parsijoo.ir/bot.html; crawler@parsijoo.ir)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/46/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/13794/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 32465 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/20551/productModel/150x150 HTTP/1.1" 200 2055 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/20525/productModel/150x150 HTTP/1.1" 200 2055 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 32459 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 392 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /apple-touch-icon.png HTTP/1.1" 404 392 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:23 +0330] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 32465 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/8/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:23 +0330] "GET /image/18342/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
5.125.206.3 - - [22/Jan/2019:04:45:24 +0330] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 32459 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/20505/productModel/150x150 HTTP/1.1" 200 1913 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/59791/productModel/150x150 HTTP/1.1" 200 2250 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
5.125.206.3 - - [22/Jan/2019:04:45:24 +0330] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 392 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:24 +0330] "GET /apple-touch-icon.png HTTP/1.1" 404 392 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.125.206.3 - - [22/Jan/2019:04:45:24 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
151.238.242.237 - - [22/Jan/2019:04:45:24 +0330] "GET /m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1 HTTP/1.1" 200 20395 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/42/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/40/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/62756/productModel/150x150 HTTP/1.1" 200 1936 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:24 +0330] "GET /image/27320/productModel/150x150 HTTP/1.1" 200 1881 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
207.46.13.136 - - [22/Jan/2019:04:45:24 +0330] "GET /filter/b118%2Cb151%2Cb482%2Cb485 HTTP/1.1" 200 36089 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/44/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/5252/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/2132/productModel/100x100 HTTP/1.1" 200 1591 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/34931/productModel/150x150 HTTP/1.1" 200 2054 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/31385/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/57/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/8544/productModel/100x100 HTTP/1.1" 200 1236 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:25 +0330] "GET /image/8542/productModel/100x100 HTTP/1.1" 200 1236 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/69/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/61/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/20517/productModel/100x100 HTTP/1.1" 200 1463 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/20501/productModel/100x100 HTTP/1.1" 200 1463 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/5665/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/6446/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
31.184.135.122 - - [22/Jan/2019:04:45:26 +0330] "GET /filter?f=b1,b103,b105,b135,b3,b603&o=b HTTP/1.1" 301 178 "http://www.zanbil.ir/" "Mozilla/5.0 (compatible; Parsijoobot; +http://www.parsijoo.ir/bot.html; crawler@parsijoo.ir)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/20505/productModel/100x100 HTTP/1.1" 200 1353 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/20523/productModel/100x100 HTTP/1.1" 200 1353 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
66.249.66.197 - - [22/Jan/2019:04:45:26 +0330] "GET /m/filter/b1,b103,b126,b135,b151,b183,b185,b19,b192,b213,b215,b218,b219,b224,b231,b238,b261,b3,b321,b36,b41,b435,b441,b482,b484,b497,b5,b50,b542,b568,b573,b598,b614,b619,b63,b647,b703,b723,b724,b74,b82,b88,b95,b99 HTTP/1.1" 200 26696 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/14464/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/16827/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/27320/productModel/100x100 HTTP/1.1" 200 1250 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:26 +0330] "GET /image/20551/productModel/100x100 HTTP/1.1" 200 1463 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
46.229.161.131 - - [22/Jan/2019:04:45:27 +0330] "GET /blog/handy-crafts/inlay/ HTTP/1.1" 200 20290 "-" "SEMrushBot" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/13124/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/13272/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/27336/productModel/100x100 HTTP/1.1" 200 1250 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/27334/productModel/100x100 HTTP/1.1" 200 1250 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/29044/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/10136/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/34897/productModel/100x100 HTTP/1.1" 200 1687 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:27 +0330] "GET /image/34873/productModel/100x100 HTTP/1.1" 200 1687 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/13275/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/14044/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/1153/article/100x100 HTTP/1.1" 200 10904 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/1138/article/100x100 HTTP/1.1" 200 12772 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/11287/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/26666/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
54.37.16.239 - - [22/Jan/2019:04:45:28 +0330] "GET /m/filter/p24083?page=1 HTTP/1.1" 200 18340 "https://www.zanbil.ir/m/browse/digital-piano/%D9%BE%DB%8C%D8%A7%D9%86%D9%88-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
66.249.66.194 - - [22/Jan/2019:04:45:28 +0330] "GET /filter/b212,b502,b573 HTTP/1.1" 200 35701 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/182/article/100x100 HTTP/1.1" 200 5032 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
46.229.161.131 - - [22/Jan/2019:04:45:28 +0330] "HEAD /browse/analog-watch HTTP/1.1" 301 0 "-" "SEMrushBot" "-"
46.229.161.131 - - [22/Jan/2019:04:45:28 +0330] "HEAD /browse/wristwatch HTTP/1.1" 301 0 "-" "SEMrushBot" "-"
151.238.242.237 - - [22/Jan/2019:04:45:28 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
5.112.203.74 - - [22/Jan/2019:04:45:28 +0330] "GET /image/32320?name=bf3.jpg&wh=200x200 HTTP/1.1" 200 11235 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G950F Build/R16NW)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /static/images/third-party/footer.png HTTP/1.1" 200 56076 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/13223/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:28 +0330] "GET /image/8095/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
